Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUN_M_R
9872,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9873,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
9874,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
9875,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9876,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9877,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
9878,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
9879,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9880,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
9881,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9882,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
9883,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
9884,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
9885,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Water
9886,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
9887,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9888,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9889,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
9890,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
9891,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9892,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9893,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9894,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9895,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
9896,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9897,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9898,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9899,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Cropland
9900,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9901,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
9902,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
9903,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9904,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,NULL
9905,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9906,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9907,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Water
9908,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
9909,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9910,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
9911,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Water
9912,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9913,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9914,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
9915,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9916,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9917,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Cropland
9918,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Cropland
9919,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
9920,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Cropland
9921,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
9922,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
9923,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9924,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9925,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9926,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9927,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9928,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
9929,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
9930,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9931,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
9932,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
9933,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9934,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9935,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9936,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
9937,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9938,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9939,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9940,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9941,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9942,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9943,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
9944,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
9945,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
9946,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
9947,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9948,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
9949,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
9950,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9951,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9952,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9953,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
9954,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
9955,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9956,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9957,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9958,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
9959,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
9960,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
9961,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
9962,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9963,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9964,Wetland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
9965,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Water
9966,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
9967,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
9968,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
9969,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9970,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
9971,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9972,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9973,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9974,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9975,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9976,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
9977,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Shrubland,Wetland
9978,Wetland,Wetland,Water,NULL,Water,Grassland,Shrubland,Wetland
9979,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
9980,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest,Wetland
9981,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
9982,Wetland,Wetland,Water,Water,Water,NULL,Shrubland,Water
9983,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
9984,Wetland,Wetland,Water,Water,Water,Water,Shrubland,Water
9985,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
9986,Wetland,Wetland,Water,Water,Water,Water,Water,Water
9987,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9988,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9989,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9990,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
9991,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9992,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9993,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9994,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9995,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9996,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9997,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9998,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9999,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10000,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10001,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10002,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10003,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10004,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10005,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10006,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10007,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10008,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10009,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10010,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10011,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10012,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10013,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10014,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10015,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10016,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
10017,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10018,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10019,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10020,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
10021,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10022,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10023,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
10024,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10025,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
10026,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
10027,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10028,Wetland,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
10029,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10030,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
10031,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10032,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10033,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Bareland
10034,Wetland,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Built-up,NULL
10035,Wetland,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
10036,Wetland,Built-up,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
10037,Wetland,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Wetland
10038,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10039,Wetland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10040,Wetland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10041,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10042,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
10043,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
10044,Wetland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10045,Wetland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
10046,Wetland,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Wetland
10047,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10048,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
10049,Wetland,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Wetland
10050,Wetland,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Wetland
10051,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
10052,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
10053,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10054,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10055,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10056,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10057,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Wetland
10058,Wetland,Built-up,Built-up,Water,Non_Wetland,Shrubland,NULL,Wetland
10059,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Wetland
10060,Wetland,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Wetland
10061,Wetland,Built-up,Built-up,Water,Non_Wetland,Water,NULL,Water
10062,Wetland,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
10063,Wetland,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
10064,Wetland,Built-up,Water,NULL,Water,NULL,Built-up,Wetland
10065,Wetland,Built-up,Water,NULL,Water,Water,NULL,Water
10066,Wetland,Built-up,Water,NULL,Water,Water,Built-up,Water
10067,Wetland,Built-up,Water,NULL,Water,Water,Water,Water
10068,Wetland,Built-up,Water,Water,Water,Shrubland,Shrubland,Wetland
10069,Wetland,Built-up,Water,Water,Water,Shrubland,Water,Wetland
10070,Wetland,Built-up,Water,Water,Water,Built-up,Water,Water
10071,Wetland,Built-up,Water,Water,Water,Water,NULL,Wetland
10072,Wetland,Built-up,Water,Water,Water,Water,NULL,Water
10073,Wetland,Built-up,Water,Water,Water,Water,Built-up,Water
10074,Wetland,Built-up,Water,Water,Water,Water,Water,Wetland
10075,Wetland,Built-up,Water,Water,Water,Water,Water,Water
10076,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10077,Wetland,Built-up,Forest,NULL,Non_Wetland,Water,Water,Wetland
10078,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10079,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10080,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10081,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
10082,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
10083,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10084,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
10085,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10086,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10087,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10088,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10089,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10090,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
10091,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10092,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
10093,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10094,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10095,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10096,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10097,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10098,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
10099,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10100,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
10101,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
10102,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
10103,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10104,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
10105,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
10106,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
10107,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10108,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10109,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
10110,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
10111,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
10112,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10113,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10114,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10115,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
10116,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
10117,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10118,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10119,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10120,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10121,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10122,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10123,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10124,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10125,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10126,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10127,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
10128,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10129,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10130,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
10131,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
10132,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
10133,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10134,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10135,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10136,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
10137,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
10138,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
10139,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10140,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10141,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10142,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
10143,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10144,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10145,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10146,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10147,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10148,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10149,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10150,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
10151,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10152,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10153,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10154,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10155,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10156,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10157,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10158,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10159,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10160,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10161,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10162,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10163,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10164,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10165,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10166,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10167,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10168,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10169,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
10170,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10171,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
10172,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10173,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10174,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
10175,Wetland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10176,Wetland,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
10177,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10178,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10179,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10180,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10181,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
10182,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10183,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10184,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10185,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10186,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
10187,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10188,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
10189,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
10190,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10191,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10192,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10193,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
10194,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10195,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
10196,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10197,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
