Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRS_M_R
4339,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4340,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4341,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4342,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4343,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4344,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4345,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4346,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4347,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4348,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4349,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4350,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4351,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4352,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4353,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4354,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4355,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4356,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4357,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4358,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4359,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4360,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4361,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
4362,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4363,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4364,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4365,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4366,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4367,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4368,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4369,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4370,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4371,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4374,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4375,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4376,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4377,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4378,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4379,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
4380,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4381,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
4382,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
4383,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4384,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4385,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
4386,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4387,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4388,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4389,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4390,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
4391,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4392,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4393,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4394,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4395,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4396,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4397,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4398,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4399,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4400,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4401,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4402,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4403,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4404,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4405,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4406,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4407,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4408,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4409,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4410,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4411,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4412,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4413,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4414,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4415,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4416,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4417,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4418,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4419,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4420,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4421,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
4422,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4423,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4424,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
4425,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4426,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4427,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4428,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4429,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4430,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4431,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4432,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4433,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4434,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4435,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4436,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4437,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
4438,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4439,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4440,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4441,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4442,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4443,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4444,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4445,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4446,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4447,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
4448,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4449,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4450,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4451,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
4452,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4453,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4454,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4455,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4456,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4457,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4458,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4459,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4460,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4461,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4462,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4463,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4464,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4465,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4466,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4467,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4468,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4469,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4470,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4471,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4472,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4473,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4474,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4475,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4476,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4477,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4478,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4479,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4480,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4481,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4482,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4483,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4484,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4485,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4486,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4487,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4488,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4489,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4490,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4491,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4492,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4493,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
4494,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4495,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4496,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4497,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4498,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4499,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4500,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
4501,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
4502,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4503,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4504,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4505,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4506,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4507,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4508,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4509,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
4510,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4511,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4512,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4513,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4514,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
4515,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4516,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4517,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4518,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4519,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4520,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4521,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4522,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4523,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4524,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4525,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
4526,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
4527,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4528,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4529,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4530,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4531,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
4532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
4535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4537,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4548,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4549,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4551,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4552,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4553,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4554,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
4555,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
4556,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4557,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4558,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
4559,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4560,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
4561,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
4564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4568,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4569,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4570,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4571,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4572,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4573,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
4576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4577,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4578,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
4579,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
4580,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4581,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4582,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4583,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4584,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4585,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4586,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4587,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4588,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4589,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4590,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4591,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4592,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4593,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4594,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4595,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
4596,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
4597,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
4598,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4599,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
4600,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
4601,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
4602,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
4603,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Water
4604,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
4605,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Cropland
4606,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4607,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
4608,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
4609,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
4610,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
4611,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
4612,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4613,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
4614,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
4615,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
4616,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
4617,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4618,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4619,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4620,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4621,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4622,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4623,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
4624,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
4625,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
4626,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4627,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
4628,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
4629,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
4630,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
4631,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
4632,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Forest
4633,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
4634,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Cropland
4635,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Wetland
4636,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
4637,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Wetland
4638,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4639,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
4640,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
4641,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
4642,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Cropland
4643,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
4644,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4645,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Cropland
4646,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
4647,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4648,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
4649,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4650,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4651,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
4652,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4653,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
4654,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
4655,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4656,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
